Song,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Sexy Boy,Air,spotify:track:6INLpBxo9F5QMer04VXEnd,0.437,0.652,0,-6.152,1,0.0288,0.0011,0.614,0.111,0.211,111.888,audio_features,6INLpBxo9F5QMer04VXEnd,https://api.spotify.com/v1/tracks/6INLpBxo9F5QMer04VXEnd,https://api.spotify.com/v1/audio-analysis/6INLpBxo9F5QMer04VXEnd,298467,4
Scary Monsters and Nice Sprites,Skrillex,spotify:track:5q8oybjZelukF4h0CzSUN9,0.528,0.945,7,-3.386,0,0.0928,0.0034,0.505,0.115,0.308,139.987,audio_features,5q8oybjZelukF4h0CzSUN9,https://api.spotify.com/v1/tracks/5q8oybjZelukF4h0CzSUN9,https://api.spotify.com/v1/audio-analysis/5q8oybjZelukF4h0CzSUN9,243853,4
Bad (feat. Vassy) - Radio Edit,David Guetta,spotify:track:6PtXobrqImYfnpIxNsJApa,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,audio_features,6PtXobrqImYfnpIxNsJApa,https://api.spotify.com/v1/tracks/6PtXobrqImYfnpIxNsJApa,https://api.spotify.com/v1/audio-analysis/6PtXobrqImYfnpIxNsJApa,170625,4
Barricade - Radio Edit,Axwell,spotify:track:74utpX52vJYtwgmnTCC1Mh,0.736,0.966,7,-3.567,1,0.0954,0.000642,0.0564,0.0921,0.0751,128.033,audio_features,74utpX52vJYtwgmnTCC1Mh,https://api.spotify.com/v1/tracks/74utpX52vJYtwgmnTCC1Mh,https://api.spotify.com/v1/audio-analysis/74utpX52vJYtwgmnTCC1Mh,296250,4
Overdoze 2016,ZL-Project,spotify:track:73c1aG8QKSa8r8C7IV2O3D,0.914,0.7,6,-8.667,1,0.374,0.253,0.000363,0.172,0.501,114.965,audio_features,73c1aG8QKSa8r8C7IV2O3D,https://api.spotify.com/v1/tracks/73c1aG8QKSa8r8C7IV2O3D,https://api.spotify.com/v1/audio-analysis/73c1aG8QKSa8r8C7IV2O3D,158620,4
Våren,Bodø Domkor,spotify:track:2zQD971FiMrHnd9JUtHm6y,0.116,0.156,6,-19.752,1,0.0409,0.994,0.898,0.0897,0.0383,59.297,audio_features,2zQD971FiMrHnd9JUtHm6y,https://api.spotify.com/v1/tracks/2zQD971FiMrHnd9JUtHm6y,https://api.spotify.com/v1/audio-analysis/2zQD971FiMrHnd9JUtHm6y,278909,4
Because,Smerz,spotify:track:3XY37pV75Ep9ubtcJNNNPj,0.654,0.402,1,-9.318,0,0.522,0.0354,0.00305,0.109,0.548,205.865,audio_features,3XY37pV75Ep9ubtcJNNNPj,https://api.spotify.com/v1/tracks/3XY37pV75Ep9ubtcJNNNPj,https://api.spotify.com/v1/audio-analysis/3XY37pV75Ep9ubtcJNNNPj,188945,4
Darlings,Susanne Sundfør,spotify:track:65THCeQgMOxuGuIsWUatpJ,0.0825,0.144,2,-13.141,0,0.0385,0.776,0.00499,0.123,0.0373,75.103,audio_features,65THCeQgMOxuGuIsWUatpJ,https://api.spotify.com/v1/tracks/65THCeQgMOxuGuIsWUatpJ,https://api.spotify.com/v1/audio-analysis/65THCeQgMOxuGuIsWUatpJ,159360,3
Fagert er landet,Melchior Vulpius,spotify:track:36W3CIS2mYQpoP2fyYx57g,0.101,0.121,8,-20.222,1,0.043,0.985,0.637,0.0698,0.0557,81.094,audio_features,36W3CIS2mYQpoP2fyYx57g,https://api.spotify.com/v1/tracks/36W3CIS2mYQpoP2fyYx57g,https://api.spotify.com/v1/audio-analysis/36W3CIS2mYQpoP2fyYx57g,333680,3
Noe Bedre,Feitn Fra Kolbotn,spotify:track:2VcpRub6AtTLhixuVDTHVD,0.5,0.713,9,-7.744,0,0.0456,0.0258,1.32e-05,0.0834,0.131,90.034,audio_features,2VcpRub6AtTLhixuVDTHVD,https://api.spotify.com/v1/tracks/2VcpRub6AtTLhixuVDTHVD,https://api.spotify.com/v1/audio-analysis/2VcpRub6AtTLhixuVDTHVD,242887,4
Here I Come,Fergie,spotify:track:58JQubRRDhCAXFs9vPMp8W,0.802,0.696,7,-5.476,1,0.106,0.13,1.91e-06,0.153,0.7,119.889,audio_features,58JQubRRDhCAXFs9vPMp8W,https://api.spotify.com/v1/tracks/58JQubRRDhCAXFs9vPMp8W,https://api.spotify.com/v1/audio-analysis/58JQubRRDhCAXFs9vPMp8W,201000,4
"Tonight, Tonight",Passion Pit,spotify:track:6F3Zu1SBa0duBomvXmWUCo,0.506,0.63,2,-7.646,1,0.0368,0.265,0.000155,0.148,0.124,134.994,audio_features,6F3Zu1SBa0duBomvXmWUCo,https://api.spotify.com/v1/tracks/6F3Zu1SBa0duBomvXmWUCo,https://api.spotify.com/v1/audio-analysis/6F3Zu1SBa0duBomvXmWUCo,248400,4
LiQR,Sandra Lyng,spotify:track:5sQcx9yDNqO3MmIq3b5ACM,0.805,0.585,7,-3.409,1,0.111,0.00612,1.27e-05,0.0421,0.747,125.056,audio_features,5sQcx9yDNqO3MmIq3b5ACM,https://api.spotify.com/v1/tracks/5sQcx9yDNqO3MmIq3b5ACM,https://api.spotify.com/v1/audio-analysis/5sQcx9yDNqO3MmIq3b5ACM,166444,4
Smoke Bomb,Datsik,spotify:track:1ABR9dlYMIdzm9CSxXtYvR,0.727,0.943,1,-1.608,1,0.194,0.00275,0.0,0.106,0.548,100.079,audio_features,1ABR9dlYMIdzm9CSxXtYvR,https://api.spotify.com/v1/tracks/1ABR9dlYMIdzm9CSxXtYvR,https://api.spotify.com/v1/audio-analysis/1ABR9dlYMIdzm9CSxXtYvR,183600,4
Narkotika,Herreløse,spotify:track:5OKdQmf15YH3KHmGiHQ09x,0.7,0.768,6,-5.006,0,0.0599,0.272,0.0,0.418,0.86,142.429,audio_features,5OKdQmf15YH3KHmGiHQ09x,https://api.spotify.com/v1/tracks/5OKdQmf15YH3KHmGiHQ09x,https://api.spotify.com/v1/audio-analysis/5OKdQmf15YH3KHmGiHQ09x,209684,3
Silver & Gold,Pieces of Juno,spotify:track:7ATldBVdZcQ1mqxUeinpQ3,0.665,0.389,9,-9.633,0,0.0901,0.336,0.000218,0.309,0.0827,129.98,audio_features,7ATldBVdZcQ1mqxUeinpQ3,https://api.spotify.com/v1/tracks/7ATldBVdZcQ1mqxUeinpQ3,https://api.spotify.com/v1/audio-analysis/7ATldBVdZcQ1mqxUeinpQ3,241200,4
Three-Way,The Magnetic Fields,spotify:track:19N1DK2Duhueg9FJ4JLcE4,0.486,0.85,10,-8.28,1,0.0406,1.04e-05,0.862,0.232,0.502,123.552,audio_features,19N1DK2Duhueg9FJ4JLcE4,https://api.spotify.com/v1/tracks/19N1DK2Duhueg9FJ4JLcE4,https://api.spotify.com/v1/audio-analysis/19N1DK2Duhueg9FJ4JLcE4,180400,3
The World Is Yours,Nas,spotify:track:7G3lxTsMfSx4yarMkfgnTC,0.678,0.794,10,-6.186,0,0.14,0.274,1.68e-06,0.124,0.54,87.374,audio_features,7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/tracks/7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/audio-analysis/7G3lxTsMfSx4yarMkfgnTC,290573,4
Electric Feel - Justice Remix,MGMT,spotify:track:2eGHyarZyRvUgFI4d3G8GN,0.625,0.815,11,-3.915,1,0.177,0.0476,0.0977,0.07,0.528,107.273,audio_features,2eGHyarZyRvUgFI4d3G8GN,https://api.spotify.com/v1/tracks/2eGHyarZyRvUgFI4d3G8GN,https://api.spotify.com/v1/audio-analysis/2eGHyarZyRvUgFI4d3G8GN,327387,4
The Message,Nas,spotify:track:1AHfovSnGPVYKaahRtA0U6,0.614,0.543,5,-7.178,1,0.374,0.00776,3.28e-05,0.383,0.485,178.422,audio_features,1AHfovSnGPVYKaahRtA0U6,https://api.spotify.com/v1/tracks/1AHfovSnGPVYKaahRtA0U6,https://api.spotify.com/v1/audio-analysis/1AHfovSnGPVYKaahRtA0U6,234093,4
Papi Chulo... Te Traigo El Mmmm - Radio Version,Lorna,spotify:track:6PRv5QDR843SgVpk4IqEit,0.851,0.797,1,-8.4,1,0.103,0.00461,6.16e-06,0.292,0.676,109.984,audio_features,6PRv5QDR843SgVpk4IqEit,https://api.spotify.com/v1/tracks/6PRv5QDR843SgVpk4IqEit,https://api.spotify.com/v1/audio-analysis/6PRv5QDR843SgVpk4IqEit,180467,4
Call Your Girlfriend - Sultan & Ned Remix,Robyn,spotify:track:05qRDiKMS9n7eFdJvEkPGR,0.654,0.861,5,-3.728,0,0.0436,0.00273,0.00642,0.234,0.455,126.992,audio_features,05qRDiKMS9n7eFdJvEkPGR,https://api.spotify.com/v1/tracks/05qRDiKMS9n7eFdJvEkPGR,https://api.spotify.com/v1/audio-analysis/05qRDiKMS9n7eFdJvEkPGR,336526,4
Call Your Girlfriend,Robyn,spotify:track:3TrZIu2AF6fzbeYyvsjWhR,0.586,0.877,8,-2.373,1,0.105,0.000924,0.0811,0.0723,0.447,125.014,audio_features,3TrZIu2AF6fzbeYyvsjWhR,https://api.spotify.com/v1/tracks/3TrZIu2AF6fzbeYyvsjWhR,https://api.spotify.com/v1/audio-analysis/3TrZIu2AF6fzbeYyvsjWhR,227741,4
Neon Commando,Surferosa,spotify:track:3M2grLrP0AMPOEerjJP8PE,0.641,0.879,5,-4.991,1,0.0463,6.67e-05,0.417,0.132,0.772,136.017,audio_features,3M2grLrP0AMPOEerjJP8PE,https://api.spotify.com/v1/tracks/3M2grLrP0AMPOEerjJP8PE,https://api.spotify.com/v1/audio-analysis/3M2grLrP0AMPOEerjJP8PE,190600,4
Lite og stort,No. 4,spotify:track:3OPFBao61nmn1QwMzHr5zE,0.588,0.24,0,-13.037,1,0.0826,0.672,0.000533,0.0915,0.548,83.677,audio_features,3OPFBao61nmn1QwMzHr5zE,https://api.spotify.com/v1/tracks/3OPFBao61nmn1QwMzHr5zE,https://api.spotify.com/v1/audio-analysis/3OPFBao61nmn1QwMzHr5zE,191053,4
I'm Kissing You,Des'ree,spotify:track:1Xp8MKmfoFDib6dHM6JF53,0.276,0.294,9,-14.434,0,0.0391,0.91,0.013,0.105,0.0733,83.468,audio_features,1Xp8MKmfoFDib6dHM6JF53,https://api.spotify.com/v1/tracks/1Xp8MKmfoFDib6dHM6JF53,https://api.spotify.com/v1/audio-analysis/1Xp8MKmfoFDib6dHM6JF53,293573,5
"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,spotify:track:4eSPgp7BuS9Yi4agcV4sAw,0.625,0.739,7,-8.051,1,0.0241,0.308,5.24e-05,0.0931,0.646,95.008,audio_features,4eSPgp7BuS9Yi4agcV4sAw,https://api.spotify.com/v1/tracks/4eSPgp7BuS9Yi4agcV4sAw,https://api.spotify.com/v1/audio-analysis/4eSPgp7BuS9Yi4agcV4sAw,257316,4
KoKo Remix (feat. Benny Fransen & Bob Dalton),Slick Posh,spotify:track:1LRoXKiNkYGlZZXedz34jT,0.872,0.671,0,-7.154,1,0.137,0.0426,0.0,0.0922,0.497,119.899,audio_features,1LRoXKiNkYGlZZXedz34jT,https://api.spotify.com/v1/tracks/1LRoXKiNkYGlZZXedz34jT,https://api.spotify.com/v1/audio-analysis/1LRoXKiNkYGlZZXedz34jT,304000,4
Sunday Morning,The Velvet Underground,spotify:track:1ibXPHlgwayYg2p3Fjda5g,0.495,0.413,10,-13.116,0,0.0284,0.108,0.00227,0.0787,0.547,105.769,audio_features,1ibXPHlgwayYg2p3Fjda5g,https://api.spotify.com/v1/tracks/1ibXPHlgwayYg2p3Fjda5g,https://api.spotify.com/v1/audio-analysis/1ibXPHlgwayYg2p3Fjda5g,175813,4
Hold My Liquor,Kanye West,spotify:track:5PONJt1eCUq4YxaIqvwNfZ,0.504,0.331,8,-10.335,1,0.0329,0.0151,6.46e-06,0.116,0.0393,106.731,audio_features,5PONJt1eCUq4YxaIqvwNfZ,https://api.spotify.com/v1/tracks/5PONJt1eCUq4YxaIqvwNfZ,https://api.spotify.com/v1/audio-analysis/5PONJt1eCUq4YxaIqvwNfZ,326947,4
Lift Me Up,Vince Staples,spotify:track:0ecnhvnmSc8atdkbvYf2TR,0.65,0.613,1,-7.905,1,0.0353,0.00166,0.00232,0.144,0.281,120.043,audio_features,0ecnhvnmSc8atdkbvYf2TR,https://api.spotify.com/v1/tracks/0ecnhvnmSc8atdkbvYf2TR,https://api.spotify.com/v1/audio-analysis/0ecnhvnmSc8atdkbvYf2TR,271959,4
Express Yourself - Remix,N.W.A.,spotify:track:6NLLIPKjqFRnbCorRNTEHe,0.852,0.803,6,-6.929,0,0.264,0.00204,0.0,0.121,0.752,96.2,audio_features,6NLLIPKjqFRnbCorRNTEHe,https://api.spotify.com/v1/tracks/6NLLIPKjqFRnbCorRNTEHe,https://api.spotify.com/v1/audio-analysis/6NLLIPKjqFRnbCorRNTEHe,261400,4
Crave,Pharrell Williams,spotify:track:6qoflwZlr3RxB3RiH9GRuG,0.78,0.847,0,-3.145,1,0.0603,0.0509,0.0,0.0696,0.657,119.978,audio_features,6qoflwZlr3RxB3RiH9GRuG,https://api.spotify.com/v1/tracks/6qoflwZlr3RxB3RiH9GRuG,https://api.spotify.com/v1/audio-analysis/6qoflwZlr3RxB3RiH9GRuG,173360,4
Misread,Kings of Convenience,spotify:track:3hxoYmSHzIBwSS2bPTOfbg,0.637,0.625,6,-9.783,1,0.0382,0.734,0.514,0.128,0.896,160.748,audio_features,3hxoYmSHzIBwSS2bPTOfbg,https://api.spotify.com/v1/tracks/3hxoYmSHzIBwSS2bPTOfbg,https://api.spotify.com/v1/audio-analysis/3hxoYmSHzIBwSS2bPTOfbg,188400,4
High For This,The Weeknd,spotify:track:0vFrEJcKVPDXC4rRhCD2XS,0.453,0.436,11,-8.958,0,0.0742,0.738,0.00137,0.0745,0.0761,74.988,audio_features,0vFrEJcKVPDXC4rRhCD2XS,https://api.spotify.com/v1/tracks/0vFrEJcKVPDXC4rRhCD2XS,https://api.spotify.com/v1/audio-analysis/0vFrEJcKVPDXC4rRhCD2XS,247227,4
8Ball - med Aon & Hooks,Arif,spotify:track:3S3l7Pxe1g9e1R6zAeY30m,0.398,0.738,4,-6.377,1,0.273,0.111,0.0,0.31,0.288,203.524,audio_features,3S3l7Pxe1g9e1R6zAeY30m,https://api.spotify.com/v1/tracks/3S3l7Pxe1g9e1R6zAeY30m,https://api.spotify.com/v1/audio-analysis/3S3l7Pxe1g9e1R6zAeY30m,230558,4
Hjernen er alene,deLillos,spotify:track:49rY57FtZwc9PJe29rUGDD,0.771,0.305,3,-12.836,1,0.0628,0.738,0.0493,0.672,0.273,118.498,audio_features,49rY57FtZwc9PJe29rUGDD,https://api.spotify.com/v1/tracks/49rY57FtZwc9PJe29rUGDD,https://api.spotify.com/v1/audio-analysis/49rY57FtZwc9PJe29rUGDD,328107,4
Lantern,The White Birch,spotify:track:5z8iUFp7IK5ycbXIZ4EWc5,0.523,0.136,11,-18.44,1,0.0305,0.842,0.79,0.0644,0.0377,80.0,audio_features,5z8iUFp7IK5ycbXIZ4EWc5,https://api.spotify.com/v1/tracks/5z8iUFp7IK5ycbXIZ4EWc5,https://api.spotify.com/v1/audio-analysis/5z8iUFp7IK5ycbXIZ4EWc5,310676,3
Girls Love Shoes,Benji Hughes,spotify:track:6z6UDA6TMNbO3nvXyAyJIk,0.537,0.0965,8,-14.71,1,0.0497,0.0957,1.41e-05,0.199,0.0515,76.01,audio_features,6z6UDA6TMNbO3nvXyAyJIk,https://api.spotify.com/v1/tracks/6z6UDA6TMNbO3nvXyAyJIk,https://api.spotify.com/v1/audio-analysis/6z6UDA6TMNbO3nvXyAyJIk,172200,3
Have Yourself A Merry Little Christmas,Kurt Nilsen,spotify:track:7cN3fDOvBnZMUlWmJvAEE3,0.257,0.254,10,-10.93,1,0.0323,0.819,0.0,0.128,0.161,57.692,audio_features,7cN3fDOvBnZMUlWmJvAEE3,https://api.spotify.com/v1/tracks/7cN3fDOvBnZMUlWmJvAEE3,https://api.spotify.com/v1/audio-analysis/7cN3fDOvBnZMUlWmJvAEE3,163467,4
White Christmas,Kurt Nilsen,spotify:track:5WEFnS38UuTJzEPsGiYGMS,0.182,0.228,5,-12.608,1,0.0327,0.852,1.63e-05,0.15,0.0778,75.93,audio_features,5WEFnS38UuTJzEPsGiYGMS,https://api.spotify.com/v1/tracks/5WEFnS38UuTJzEPsGiYGMS,https://api.spotify.com/v1/audio-analysis/5WEFnS38UuTJzEPsGiYGMS,197093,3
Ave Maria,Nidarosdomens Guttekor,spotify:track:4qw8qU0iDgi9K9nBHuW0lK,0.12,0.165,5,-17.809,1,0.0456,0.921,0.968,0.138,0.0397,82.251,audio_features,4qw8qU0iDgi9K9nBHuW0lK,https://api.spotify.com/v1/tracks/4qw8qU0iDgi9K9nBHuW0lK,https://api.spotify.com/v1/audio-analysis/4qw8qU0iDgi9K9nBHuW0lK,306267,3
Thank God It's Christmas,Queen,spotify:track:0QtJZpyfZF67QF32p41NXa,0.573,0.475,7,-8.11,1,0.0258,0.072,0.0,0.358,0.324,107.759,audio_features,0QtJZpyfZF67QF32p41NXa,https://api.spotify.com/v1/tracks/0QtJZpyfZF67QF32p41NXa,https://api.spotify.com/v1/audio-analysis/0QtJZpyfZF67QF32p41NXa,259227,3
Home for Christmas,Maria Mena,spotify:track:3E0fq2gqsNbQo5paAuEcmc,0.513,0.144,3,-15.021,1,0.0454,0.926,0.0,0.117,0.429,134.03,audio_features,3E0fq2gqsNbQo5paAuEcmc,https://api.spotify.com/v1/tracks/3E0fq2gqsNbQo5paAuEcmc,https://api.spotify.com/v1/audio-analysis/3E0fq2gqsNbQo5paAuEcmc,232000,4
None of Dem (feat. Röyksopp),Robyn,spotify:track:4iZx6GfIdnTsLTTfnhTYvt,0.724,0.595,11,-5.325,0,0.14,0.00699,0.00351,0.103,0.364,122.646,audio_features,4iZx6GfIdnTsLTTfnhTYvt,https://api.spotify.com/v1/tracks/4iZx6GfIdnTsLTTfnhTYvt,https://api.spotify.com/v1/audio-analysis/4iZx6GfIdnTsLTTfnhTYvt,312819,4
Best Friend,Young Thug,spotify:track:33JcUj9qQDayKswunZP9ar,0.959,0.598,8,-5.534,1,0.0713,0.0358,0.0,0.358,0.408,127.029,audio_features,33JcUj9qQDayKswunZP9ar,https://api.spotify.com/v1/tracks/33JcUj9qQDayKswunZP9ar,https://api.spotify.com/v1/audio-analysis/33JcUj9qQDayKswunZP9ar,213000,4
Straumnes,Sigur Rós,spotify:track:16f0oRsBHo88vgUbVqcteK,0.172,0.00645,8,-34.486,1,0.0526,0.577,0.807,0.626,0.0391,80.29,audio_features,16f0oRsBHo88vgUbVqcteK,https://api.spotify.com/v1/tracks/16f0oRsBHo88vgUbVqcteK,https://api.spotify.com/v1/audio-analysis/16f0oRsBHo88vgUbVqcteK,121187,5
